StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q.20.4,Q20.5,Q18.4,Q18.5,Q19.2_1,Q19.3,Q19.4,Q19.4_12_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/25/2021 5:13,1/25/2021 5:24,0,100,705,1,1/25/2021 5:24,anonymous,SV,1,Safari iPhone,14.0.1,iPhone,375x667,3,3,3,5,3,5,4,2,,,,,,,,,5,5,3,3,,,,,5,4,5.181,18.495,22.746,4,3.922,23.441,29.023,5,7,4,,,,,,,,,,,6.696,39.828,44.269,8,4,5,3,5,5,5,3,Biverkningarna är lite vaga. Skulle vara bra med lite mer forskning ,4,3,4,,,1,7,99,,,,5,2,2,2,2,4,5,5,4,1,5,5,,1,2,0,55,2,4,,1,4,1,,20,1,,1,
1/25/2021 5:15,1/25/2021 5:25,0,100,604,1,1/25/2021 5:25,anonymous,SV,1,Edge,87.0.664.75,Windows NT 10.0,1680x1050,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,0,0,2.812,0,0,0,1.374,0,7,4,,,,,,,,,,,3.164,3.164,5.445,1,5,4,4,6,5,5,4,det är viktigt att vaccinera sig,4,4,4,,,2,7,99,2,1,6,,,,2,2,1,1,5,3,5,2,5,,2,1,,65,2,4,,2,8,1,,12,1,,1,
1/25/2021 5:16,1/25/2021 5:26,0,100,550,1,1/25/2021 5:26,anonymous,SV,1,Chrome,88.0.4324.93,Android 8.0.0,1024x640,4,4,4,6,3,4,5,4,,,,,,,,,4,6,4,4,,,,,4,4,,,,,,,,,,,1.165,17.227,18.391,2,8.843,20.419,21.684,4,7,6,2.313,21.952,23.375,5,6,4,5,6,5,6,4,Verkar vara bra och säkert ,3,2,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:18,1/25/2021 5:28,0,100,627,1,1/25/2021 5:28,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,1,1,1,2,1,1,1,1,,,,,2,1,1,1,1,1,,,,,,,,,,,7.155,7.155,8.878,1,3.958,3.958,5.524,1,7,7,9.732,9.732,13.454,1,1,7,7,1,1,7,1,därför att det inte är ett vaccin och hjälper inte heller. och att trycka in nano teknik och rna i roppen pverar så mycket som tillverkarren håller tyst om,1,1,1,,,2,7,99,1,3,1,,,,2,1,7,7,4,1,1,7,1,den som gör algoritmerna kan påvera resultatet,1,1,,46,2,3,,2,1,1,,21,1,,1,
1/25/2021 5:22,1/25/2021 5:29,0,100,469,1,1/25/2021 5:29,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x667,7,7,6,7,6,5,6,5,,,,,,,,,7,7,6,6,,,,,5,6,0.804,1.32,2.026,2,0.586,0.586,2.38,1,7,7,,,,,,,,,,,0.767,0.767,2.432,1,7,7,7,7,6,7,1,Jag är på en och bra att jag har du har tid att jag ,4,4,3,3,,1,7,99,,,,3,1,1,1,1,7,6,4,5,5,7,6,,1,2,Jag är på en gång en och bra och att du ska vara vän med dig om det inte det jag är på en gång en liten liten och ,26,2,6,,1,3,1,,12,1,,3,Nej jag har inte finns några andra som har inte det är du har inte det jag har du ska inte finns någon 
1/25/2021 5:25,1/25/2021 5:30,0,100,339,1,1/25/2021 5:30,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,4,4,4,5,3,4,4,4,,,,,4,3,4,4,4,4,,,,,,,,,,,0,0,15.909,0,0,0,3.712,0,4,4,0,0,12.367,0,4,5,4,5,4,4,2,Biverkningar ,1,1,2,,,2,7,99,7,7,4,,,,1,2,3,5,4,4,1,5,4,,,1,,29,2,5,,2,1,1,,3,1,,1,
1/25/2021 5:27,1/25/2021 5:32,0,100,340,1,1/25/2021 5:32,anonymous,SV,1,Chrome,87.0.4280.141,Android 9,360x640,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,0.961,0.961,2.249,1,1.383,1.383,2.448,1,4,4,,,,,,,,,,,0.956,0.956,2.07,1,4,4,4,4,4,4,1,Vet ej vad vaccinet innehåller,1,2,2,1,,2,7,99,,,,7,7,4,2,2,4,4,4,4,4,4,4,,,1,,30,1,4,,1,4,1,,12,1,,3,Inget speciellt 
1/25/2021 5:20,1/25/2021 5:33,0,100,748,1,1/25/2021 5:33,anonymous,SV,1,Firefox,84,Windows NT 10.0,1920x1080,,,,,,,,,4,4,3,4,4,3,4,5,,,,,6,3,4,4,2,4,,,,,,,,,,,0,0,77.671,0,0,0,40.43,0,3,5,0,0,45.761,0,6,6,3,4,4,4,2,vet ej,3,2,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:21,1/25/2021 5:35,0,100,841,1,1/25/2021 5:35,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,5,5,4,4,4,4,3,4,,,,,4,4,5,5,5,5,,,,,,,,,,,0.875,0.875,1.118,1,0,0,0.726,0,5,4,0,0,0.889,0,5,5,5,4,4,5,3,dada,2,2,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:27,1/25/2021 5:37,0,100,641,1,1/25/2021 5:37,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x896,6,5,5,4,3,5,6,3,,,,,,,,,4,7,3,4,,,,,4,3,1.849,6.915,32.825,2,2.212,8.269,40.546,2,5,2,,,,,,,,,,,1.142,39.976,54.064,6,4,6,5,5,5,6,4,för att det är väldigt viktigt. myndigheterna har gjort det tillgängligt för oss för en anledning och vi måste hjälpas åt,1,1,4,,,2,7,99,,,,1,1,6,1,2,1,1,4,5,6,5,5,,,1,,18,2,4,,2,5,1,,16,1,,1,
1/25/2021 5:33,1/25/2021 5:39,0,100,389,1,1/25/2021 5:39,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,3,3,3,5,4,5,5,5,,,,,6,6,5,4,5,5,0,0,1.36,0,0.364,0.364,0.914,1,4,4,,,,,,,,,,,0,0,1.032,0,4,4,4,4,4,4,4,Man ska vaccinera sig mot smittor som orsakar pandemier,3,3,3,,,2,7,99,2,5,2,,,,2,1,2,6,6,6,3,6,6,,3,1,,42,1,4,,2,5,1,,21,1,,1,
1/25/2021 5:21,1/25/2021 5:41,0,100,1141,1,1/25/2021 5:41,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,5,5,4,5,3,5,4,4,,,,,5,6,6,3,5,5,,,,,,,,,,,0,0,20.029,0,0,0,27.714,0,5,6,0,0,41.953,0,4,5,6,5,5,5,3,"Eftersom dessa vaccintyper/fabrikat forskats fram under strikt vetenskapliga förhållanden måste man nog lita på vaccinet. Vad är alternativet, chansa på att man klarar sig från Covid-19
utan vaccination eller att ""hoppa på vaccintåget"" och hoppas på att skyddsfaktorn är så stor man hävdar!? ",3,3,3,,,2,7,99,5,4,5,,,,2,2,3,3,4,5,3,5,5,,1,1,,74,1,6,,2,6,1,,19,1,,1,Nej
1/25/2021 5:35,1/25/2021 5:41,0,100,387,1,1/25/2021 5:41,anonymous,SV,1,Chrome,79.0.3945.136,Android 10,412x869,4,4,4,4,5,4,4,4,,,,,,,,,2,7,2,3,,,,,3,2,,,,,,,,,,,4.872,4.872,5.434,1,5.012,5.012,6.268,1,6,3,5.806,5.806,9.857,1,4,2,3,5,5,3,4,Det är en självklarhet att alla ska vaccinera sig tycker jag då det är enda sättet att stoppa viruset ,2,2,2,,,2,7,99,,,,5,5,6,2,2,3,4,5,4,1,3,3,Vet ej ,,1,,36,1,4,,1,3,1,,15,1,,1,
1/25/2021 5:33,1/25/2021 5:42,0,100,538,1,1/25/2021 5:42,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,5,5,5,6,5,6,6,5,,,,,5,5,4,2,5,4,3.253,5.177,25.233,2,5.706,5.706,18.343,1,7,6,,,,,,,,,,,9.629,9.629,40.825,1,7,1,4,5,6,2,3,jag är överviktig och har högt blodtryck därav ser jag mig själv lite i rsikzonen,4,4,4,,,2,7,99,7,4,6,,,,2,2,2,1,5,2,2,5,4,,,1,,46,1,6,,2,8,1,,11,1,,3,
1/25/2021 5:34,1/25/2021 5:44,0,100,596,1,1/25/2021 5:44,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 6.1,1680x1050,,,,,,,,,2,2,2,5,1,3,3,3,,,,,3,4,2,1,5,3,0,0,21.38,0,0,0,22.814,0,7,7,,,,,,,,,,,0,0,34.23,0,1,7,6,1,1,7,2,Vet inte vad vaccinet innehållet. Har läkemedelsallergi och därför vill veta innehållet innan jag tar vaccinet.,1,1,1,,,1,7,99,6,5,1,,,,2,2,1,1,4,1,1,7,6,,1,1,,66,2,4,,2,2,1,,19,2,finska,3,Nej
1/25/2021 5:41,1/25/2021 5:47,0,100,348,1,1/25/2021 5:47,anonymous,SV,1,Chrome iPhone,80.0.3987.95,iPhone,414x896,2,4,4,6,3,4,5,4,,,,,,,,,5,7,7,4,,,,,7,5,,,,,,,,,,,0.906,0.906,1.826,1,0.527,0.961,1.855,2,7,5,1.1,1.651,2.639,2,7,5,4,7,4,4,4,Tycker att alla ska ta vaccin ,3,3,4,,,1,7,99,,,,5,3,7,2,2,5,5,3,6,4,4,4,,,1,,22,2,4,,2,1,1,,1,1,,1,
1/25/2021 5:43,1/25/2021 5:49,0,100,372,1,1/25/2021 5:49,anonymous,SV,1,Chrome,87.0.4280.141,Android 8.0.0,360x640,4,3,2,2,3,2,2,3,,,,,,,,,3,3,3,4,,,,,4,4,0.779,0.779,2.146,1,0.688,1.373,1.961,2,3,4,,,,,,,,,,,0.746,1.524,3.214,2,5,2,5,5,4,5,2,Etersom det finns möjlighet att det är osannolikt ,1,2,3,4,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:39,1/25/2021 5:50,0,100,630,1,1/25/2021 5:50,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x740,4,7,4,1,5,4,2,2,,,,,,,,,3,3,3,3,,,,,4,3,,,,,,,,,,,0.831,3.804,5.436,2,1.093,2.372,5.941,2,5,3,5.964,6.981,8.147,2,3,6,3,4,1,4,2,Det är så jag ser det,2,2,3,,2,2,7,99,,,,2,5,4,2,1,4,3,5,1,1,1,1,Vet ej,2,1,,42,1,6,,2,6,1,,11,1,,3,Nej
1/25/2021 5:42,1/25/2021 5:51,0,100,485,1,1/25/2021 5:51,anonymous,SV,1,Firefox,84,Windows NT 6.1,1920x1080,,,,,,,,,4,4,4,5,2,4,4,4,,,,,3,4,3,1,2,2,,,,,,,,,,,0,0,13.954,0,0,0,14.156,0,5,5,0,0,20.789,0,4,5,5,4,4,4,1,"För att man inte vet konsekvenserna av det  än
",3,3,3,,,2,7,99,6,6,2,,,,2,2,1,1,7,3,2,6,2,Vet inte,1,1,,75,2,3,,2,2,1,,18,1,,1,
1/25/2021 5:26,1/25/2021 5:51,0,100,1500,1,1/25/2021 5:51,anonymous,SV,1,Edge,87.0.664.75,Windows NT 10.0,1536x864,,,,,,,,,5,5,5,5,5,6,6,6,,,,,6,6,4,4,5,5,,,,,,,,,,,0,0,97.075,0,0.968,0.968,2.409,1,7,4,0,0,3.163,0,5,4,4,5,5,5,4,Jag tror fördelarna uppväger eventuella risker. Som alltid med vaccin.,4,4,4,,,2,7,99,5,2,5,,,,2,2,3,4,5,6,5,7,5,,3,1,,62,1,6,,2,8,1,,12,1,,1,
1/25/2021 5:24,1/25/2021 5:52,0,100,1688,1,1/25/2021 5:52,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,6,3,4,4,3,,,,,5,7,4,2,5,5,,,,,,,,,,,0,0,50.78,0,0,0,61.667,0,7,6,0,0,54.567,0,6,3,3,6,5,6,4,"Bästa sättet att undvika att smittas och smitta andra, som inte inte tagit vaccinet.",3,3,3,,,2,7,99,5,7,5,,,,1,1,4,4,2,4,4,1,5,,2,1,,81,1,5,,2,2,1,,18,1,,1,
1/25/2021 5:48,1/25/2021 5:58,0,100,596,1,1/25/2021 5:58,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,3,4,4,3,3,4,4,,,,,5,5,3,3,5,4,,,,,,,,,,,0,0,17.868,0,0,0,24.973,0,5,4,0,0,20.307,0,4,5,4,5,4,5,3,ser inget skäl att inte göra det om inga nya biverkningar upptäcks,3,3,2,,,2,7,99,4,3,3,,,,2,2,4,4,6,3,4,4,5,,2,1,,66,1,6,,2,7,1,,11,1,,1,
1/25/2021 5:57,1/25/2021 5:59,0,100,135,1,1/25/2021 5:59,anonymous,SV,1,Edge,88.0.705.50,Windows NT 10.0,1366x768,,,,,,,,,4,3,4,5,4,5,4,5,,,,,5,4,5,5,5,6,,,,,,,,,,,1.781,1.781,4.182,1,1.671,1.671,3.825,1,6,6,1.534,1.534,3.535,1,5,5,6,6,6,5,3,ok,3,2,4,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:53,1/25/2021 6:01,0,100,458,1,1/25/2021 6:01,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,2560x1440,,,,,,,,,4,5,4,6,2,5,5,5,,,,,4,3,4,4,4,2,,,,,,,,,,,0,0,11.319,0,0,0,22.293,0,6,5,0,0,19.082,0,5,5,4,6,3,4,3,Det känns att den nya tekniken för framtagande av vaccin är bättre än den gamla metoden,3,3,3,,,1,7,99,2,3,2,,,,2,2,3,5,7,5,2,5,3,vet ej,1,1,,55,1,4,,2,8,1,,21,1,,3,"nej, det var mycket tydlig och bra undersökning kring Covid19 vaccin"
1/25/2021 5:54,1/25/2021 6:04,0,100,601,1,1/25/2021 6:04,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 6.1,1536x864,,,,,,,,,4,4,5,5,4,4,5,5,,,,,4,5,4,3,5,5,,,,,,,,,,,0,0,27.452,0,0,0,7.601,0,5,4,16.474,16.474,27.088,1,3,5,4,5,4,4,3,På det stora hela så litar jag på att vaccinet är bra och att det har kontrollerats noga.,3,3,3,,,2,7,99,5,5,5,,,,1,1,2,2,6,4,3,4,5,,2,1,,28,1,6,,2,6,1,,12,1,,1,
1/25/2021 6:03,1/25/2021 6:04,0,100,88,1,1/25/2021 6:04,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x812,4,3,1,1,1,3,2,1,,,,,,,,,1,4,3,4,,,,,2,2,0.453,0.453,1.908,1,0.606,0.606,1.88,1,4,3,,,,,,,,,,,0.605,1.136,1.852,2,3,5,3,4,5,3,3,Ja du ,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 5:36,1/25/2021 6:05,0,100,1782,1,1/25/2021 6:05,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1423x800,,,,,,,,,4,5,4,5,2,4,4,4,,,,,4,6,2,4,1,1,,,,,,,,,,,0,0,37.476,0,0,0,37.537,0,7,6,0,0,1018.502,0,7,4,4,6,6,3,3,Jag kommer sannolikt att ta vaccinet men bara efter en tids avvaktan för att se vad för ny information som man kan samla in från de vaccinerade.,3,3,3,,,2,7,99,5,5,4,,,,2,2,1,1,5,4,2,1,1,"Algoritmer visar inte tillräckligt många aspekter på en sak, utan mänsklig diskussion och samtal är ett måste för att beslut ska kunna vara ordentliga.",,1,,33,2,6,,2,5,1,,21,2,Kantonesiska,3,
1/25/2021 6:01,1/25/2021 6:07,0,100,319,1,1/25/2021 6:07,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x747,1,1,1,1,1,1,1,1,,,,,,,,,4,4,4,1,,,,,4,1,2.434,4.837,7.011,3,2.05,5.51,7.323,3,7,7,,,,,,,,,,,1.439,5.752,7.092,5,4,7,7,4,4,4,1,Vet inte ,3,3,3,,,2,7,99,,,,7,7,4,2,2,4,4,1,1,1,1,4,,1,2,Vet inte ,50,1,3,,2,1,1,,13,1,,3,
1/25/2021 6:02,1/25/2021 6:08,0,100,400,1,1/25/2021 6:08,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,2,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,3.695,0,0,0,1.693,0,6,6,0,0,13.764,0,2,5,2,5,3,5,4,jag vill ut och resa igen och jag känne ratt jag vill ta accinet om det nu ebjuds ,3,3,4,,,3,7,99,5,5,4,,,,2,2,1,1,4,4,1,4,4,,1,1,,46,1,1,,2,1,1,,21,1,,1,nej
1/25/2021 5:56,1/25/2021 6:09,0,100,771,1,1/25/2021 6:09,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,412x846,4,4,4,4,3,4,5,4,,,,,,,,,4,7,4,5,,,,,4,4,,,,,,,,,,,21.419,21.419,22.249,1,2.395,27.869,42.651,2,7,4,8.066,84.23,86.329,7,4,5,4,5,4,4,4,Jag vill vara skyddad mot covid 19,3,3,4,,,2,7,99,,,,2,1,5,2,1,2,2,7,4,1,3,4,,2,1,,57,1,2,,2,8,1,,11,1,,1,
1/25/2021 6:02,1/25/2021 6:09,0,100,422,1,1/25/2021 6:09,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x812,6,6,6,6,6,5,7,6,,,,,,,,,5,7,6,3,,,,,6,6,1.389,1.936,2.619,2,1.229,1.805,2.244,2,6,6,,,,,,,,,,,1.303,1.303,2.938,1,5,5,5,6,5,5,3,Jag anser att det är viktigt,4,4,4,,,1,7,99,,,,6,5,7,1,1,3,4,5,5,3,3,4,,1,1,,19,2,2,,2,2,1,,15,1,,1,Nej tack
1/25/2021 6:03,1/25/2021 6:10,0,100,427,1,1/25/2021 6:10,anonymous,SV,1,Edge,87.0.664.75,Windows NT 10.0,1280x720,,,,,,,,,6,6,6,6,3,7,7,7,,,,,6,7,7,3,4,4,,,,,,,,,,,0,0,15.515,0,0,0,10.486,0,6,6,0,0,11.801,0,6,6,6,6,6,6,3,jag kommer att ta det,4,4,4,,,2,7,99,6,7,6,,,,2,2,5,5,7,6,5,6,5,,2,1,,59,2,6,,2,6,1,,12,1,,1,
1/25/2021 6:02,1/25/2021 6:10,0,100,454,1,1/25/2021 6:10,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x667,4,5,5,5,4,5,5,5,,,,,,,,,5,6,3,5,,,,,5,4,1.456,7.005,9.451,3,1.385,1.385,5.211,1,7,7,,,,,,,,,,,1.745,4.645,8.863,2,5,4,5,7,6,6,3,Vaccinet är till för att skydda,4,3,4,,,2,7,99,,,,7,7,5,1,2,3,3,4,3,3,4,3,Det speglar inte hela den faktiska situationen,1,2,Har hört lite om det i olika sammanhang,33,2,4,,2,2,1,,1,1,,1,
