StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.4,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/19/2021 4:19,1/19/2021 4:30,0,100,608,1,1/19/2021 4:30,anonymous,NL,1,Chrome,87.0.4280.141,Macintosh,1440x900,,,,,,,,,4,4,4,6,4,4,4,4,,,,,4,4,4,4,5,5,,,,,,,,,,,0,0,2.233,0,0,0,1.78,0,7,4,0,0,2.017,0,6,4,4,7,6,4,3,nee,3,3,3,,,1,7,99,7,5,4,,,,2,2,5,7,6,1,2,6,4,,1,2,nee,37,2,8,,2,9,1,,2,1,,,
1/19/2021 4:22,1/19/2021 4:30,0,100,426,1,1/19/2021 4:30,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1280x1024,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,9.064,0,0,0,6.312,0,7,4,0,0,23.631,0,4,6,4,4,5,4,3,we zullen afwachten,2,2,2,,,1,7,99,5,3,4,,,,2,2,1,1,4,4,3,4,4,,,1,,63,2,1,,2,2,1,,9,1,,2,
1/19/2021 4:24,1/19/2021 4:30,0,100,337,1,1/19/2021 4:30,anonymous,NL,1,Chrome,87.0.4280.88,Macintosh,1440x900,,,,,,,,,6,6,6,6,6,6,7,7,,,,,7,6,6,7,7,6,2.108,2.108,2.603,1,0,0,2.44,0,6,6,,,,,,,,,,,0,0,5.577,0,7,6,7,7,6,7,4,Ik wil graag dat deze periode van thuiswerken z.s.m voorbij is dus zal ik het vaccin nemen.,4,4,4,,,1,7,99,7,7,7,,,,2,1,5,6,3,2,5,3,6,,2,1,,36,1,8,,2,8,1,,10,1,,1,Nee
1/19/2021 4:20,1/19/2021 4:30,0,100,607,1,1/19/2021 4:30,anonymous,NL,1,Chrome,87.0.4280.101,Android 10,1280x800,1,1,1,3,1,1,1,1,,,,,,,,,1,1,1,1,,,,,4,1,,,,,,,,,,,55.885,55.885,56.598,1,37.984,37.984,38.661,1,7,4,30.152,30.792,31.735,2,3,6,6,3,3,3,1,"Dat zijn niet voor niets persoonlijke overwegingen, ik houd ze liever voor mezelf.",1,1,1,,,2,7,99,,,,4,5,1,1,2,3,3,5,1,2,4,3,"Er geen rekening wordt gehouden met individuele gevallen, enkel 'statistieken'.",1,2,Didi-D,45,1,1,,2,4,1,,12,1,,3,
1/19/2021 4:27,1/19/2021 4:30,0,100,193,1,1/19/2021 4:30,anonymous,NL,1,Safari iPad,Unknown,iPad,768x1024,2,2,2,6,4,2,2,4,,,,,,,,,2,6,1,3,,,,,5,3,,,,,,,,,,,1.261,2.479,6.991,2,1.054,1.054,3.311,1,6,4,5.194,5.194,6.252,1,3,5,4,5,3,4,3,Laten vaccineren heeft meer voordelen en niet late vaccineren heeft meer nadelen.,3,2,3,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2021 4:24,1/19/2021 4:30,0,100,390,1,1/19/2021 4:30,anonymous,NL,1,Chrome,83.0.4103.106,Android 7.1.1,768x1024,3,3,3,5,4,4,4,4,,,,,,,,,3,5,3,4,,,,,4,4,,,,,,,,,,,0,0,9.497,0,0,0,2.884,0,5,5,1.99,1.99,2.723,1,5,5,5,4,5,5,4,Om de pandemie er onder te krijgen,3,3,3,,,3,7,99,,,,5,4,5,2,2,3,3,4,3,4,3,3,Niet in te schatten,1,1,,73,1,8,,2,9,1,,7,1,,2,Nee
1/19/2021 4:20,1/19/2021 4:30,0,100,645,1,1/19/2021 4:30,anonymous,NL,1,Safari,4,Android 8.0.0,360x640,6,6,4,5,5,6,6,6,,,,,,,,,5,4,1,3,,,,,4,3,,,,,,,,,,,5.237,30.484,36.682,10,3.665,28.743,34.383,9,5,3,10.519,68.122,69.638,14,6,3,6,5,4,4,2,Er zijn te weinig gegevens over de lange termijn ,3,2,3,,,2,7,99,,,,6,6,6,2,2,4,6,5,4,4,4,3,Er weinig menselijke maat van toepassing is ,,1,,47,2,5,,2,3,1,,4,1,,1,
1/19/2021 4:26,1/19/2021 4:31,0,100,263,1,1/19/2021 4:31,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,5,4,4,4,4,,,,,4,4,3,4,4,4,0,0,9.285,0,0,0,8.173,0,5,4,,,,,,,,,,,0,0,2.996,0,5,4,4,5,5,5,4,wil terug naar normaal,3,2,3,,,1,7,99,4,4,5,,,,1,2,5,4,4,4,5,3,3,teveel met computers geregld,2,1,,61,1,1,,2,7,1,,7,1,,1,
1/19/2021 4:26,1/19/2021 4:31,0,100,318,1,1/19/2021 4:31,anonymous,NL,1,Safari iPhone,14.0.1,iPhone,428x926,6,6,6,6,6,5,5,5,,,,,,,,,4,4,4,3,,,,,4,2,0.903,11.251,11.614,5,1.291,6.12,6.819,8,5,5,,,,,,,,,,,1.191,6.395,7.259,11,5,3,4,3,4,3,1,Ik weet niet wat de effecten zijn over 10 jaar,3,3,3,,,3,7,99,,,,5,4,4,1,2,3,3,3,7,3,4,4,,2,1,,26,2,5,,1,7,1,,12,1,,1,
1/19/2021 4:24,1/19/2021 4:31,0,100,451,1,1/19/2021 4:31,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,6,6,6,7,5,7,7,7,,,,,2,7,2,4,3,2,0,0,22.052,0,0,0,24.703,0,7,2,,,,,,,,,,,0,0,22.383,0,7,1,1,7,7,6,4,Ik wil mij laten vaccineren om mijzelf en mijn omgeving te beschermen en zo de samenleving weer zo snel mogelijk normaal te laten functioneren.,4,3,3,,,1,7,99,4,1,6,,,,2,2,5,7,2,6,5,1,2,Algoritmen geen gevoelens hebben.,1,1,,53,1,5,,2,3,1,,4,1,,1,
1/19/2021 4:25,1/19/2021 4:31,0,100,372,1,1/19/2021 4:31,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x667,4,4,4,7,5,3,4,6,,,,,,,,,4,6,3,4,,,,,3,5,,,,,,,,,,,6.726,10.69,12.594,2,4.911,8.747,9.774,3,6,7,13.952,23.971,26.94,6,6,3,4,6,6,6,4,Ik vertrouw er op,4,3,3,,,2,7,99,,,,6,4,5,2,1,3,5,4,5,6,5,3,Te weinig gevoel,2,1,,33,2,5,,1,6,1,,9,1,,1,Nee
1/19/2021 4:21,1/19/2021 4:32,0,100,629,1,1/19/2021 4:32,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,6,6,4,5,5,4,6,6,,,,,4,5,4,4,4,4,,,,,,,,,,,0,0,4.262,0,0,0,3.207,0,6,6,0,0,3.425,0,2,2,2,6,6,6,4,Veilig en volgens de EMA betrouwbaar,4,2,2,,,1,7,99,6,6,5,,,,2,1,6,6,6,6,2,4,4,,1,2,helaas,70,1,9,HBS,2,3,1,,12,1,,1,Hopenlijk dat de EU zich inspant om excessen zoals met Polen te voorkomen.
1/19/2021 4:29,1/19/2021 4:32,0,100,188,1,1/19/2021 4:32,anonymous,NL,1,Chrome,87.0.4280.141,Macintosh,1440x900,,,,,,,,,1,1,3,5,4,7,5,4,,,,,2,2,3,5,5,3,0,0,39.397,0,0,0,25.012,0,6,3,,,,,,,,,,,0,0,15.16,0,5,6,5,5,3,6,3,Ik wil meewerken aan de maatschappij,4,3,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2021 4:29,1/19/2021 4:33,0,100,212,1,1/19/2021 4:33,anonymous,NL,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,4,5,6,4,6,5,3,5,,,,,,,,,4,5,3,3,,,,,4,4,,,,,,,,,,,2.933,5.444,7.262,6,0.879,2.314,3.145,4,4,6,0.845,1.896,3.394,3,5,5,6,7,5,5,3,Wil graag  normale. Leven terug ,3,4,4,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2021 4:20,1/19/2021 4:33,0,100,749,1,1/19/2021 4:33,anonymous,NL,1,Firefox,84,Windows NT 10.0,2048x1152,,,,,,,,,3,4,4,7,4,2,6,6,,,,,6,6,2,4,6,5,0,0,51.285,0,0,0,41.133,0,7,2,,,,,,,,,,,0,0,49.401,0,7,2,2,7,6,7,4,"Zolang er geen betere remedie is wil ik zo min mogelijk risico lopen op corona en ik ga er vanuit dat het vaccin minder ernstige gevolgen voor me zal hebben dan corona zelf. Verder wil ik weer terug naar ons oude leven, vóór corona.",4,3,4,,,1,7,99,5,4,5,,,,2,2,4,5,5,3,4,3,5,,,1,,56,2,8,,2,9,1,,10,1,,2,nee
1/19/2021 4:26,1/19/2021 4:33,0,100,400,1,1/19/2021 4:33,anonymous,NL,1,Edge,87.0.664.75,Windows NT 10.0,1920x1080,,,,,,,,,1,1,1,5,4,4,4,4,,,,,3,6,2,1,2,1,0,0,15.025,0,0,0,16.225,0,4,5,,,,,,,,,,,0,0,13.977,0,4,4,4,4,4,4,2,Ik heb het niet nodig,1,1,1,,,2,7,99,1,1,2,,,,2,2,3,5,3,1,4,4,1,"Die zijn niet te vertrouwen, zie Facebook en zo!",1,1,,55,1,5,,2,7,1,,9,1,,1,
1/19/2021 4:21,1/19/2021 4:33,0,100,703,1,1/19/2021 4:33,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,5,5,5,6,5,4,4,4,,,,,5,6,4,3,4,5,,,,,,,,,,,0,0,131.135,0,0,0,15.948,0,5,4,0,0,23.847,0,6,5,5,6,6,4,4,"Omdat ik vertrouwen heb in de wetenschap - bijwerkingen van medicatie zijn er altijd. Medicatie is toch iets ""vreemds"" wat je lichaam binnendringt en daarom zal je lichaam er misschien gek op reageren. Maar ik heb me voldoende ingelezen om te beslissen dat ik dit vaccin vertrouw; daarbij is het ook de snelste weg terug naar het ""oude normaal"".",2,2,2,2,,2,7,99,5,4,5,,,,2,1,6,5,3,4,5,5,5,,2,1,,21,2,6,,2,6,1,,12,1,,1,-
1/19/2021 4:29,1/19/2021 4:33,0,100,255,1,1/19/2021 4:33,anonymous,NL,1,Safari,4,Android 8.1.0,600x1024,4,4,4,4,4,4,4,4,,,,,,,,,5,5,4,4,,,,,4,4,,,,,,,,,,,1.261,1.261,2.544,1,2.727,2.727,3.641,1,5,5,1.621,1.621,15.283,1,6,6,6,6,6,5,3,Zit in ricicogebied ben longpacent,3,3,3,,Goed,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2021 4:26,1/19/2021 4:33,0,100,427,1,1/19/2021 4:33,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,,,,,,,,1,1,1,1,1,1,4,4,,,,,4,4,4,1,4,4,,,,,,,,,,,0,0,6.579,0,0,0,4.533,0,7,4,0,0,9.112,0,5,5,5,5,5,5,4,altijd doen voorkomen is beter dan genezen,2,2,2,,,2,7,99,3,1,4,,,,2,1,4,4,5,1,1,7,4,,,1,,63,1,4,,2,9,1,,3,1,,1,nee
1/19/2021 4:27,1/19/2021 4:33,0,100,359,1,1/19/2021 4:33,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x812,5,4,5,3,4,5,4,5,,,,,,,,,4,2,3,5,,,,,4,5,,,,,,,,,,,6.323,17.072,17.4,5,0.662,12.068,13.882,3,6,4,3.033,5.228,11.38,2,4,4,5,4,5,5,2,Ik ben nog niet helemaal overtuigd van het vaccin. Ik zal me waarschijnlijk pas laten inenten wanneer veel andere dit al hebben gedaan en positief erover waren,3,3,3,,,2,7,99,,,,5,4,4,2,2,5,7,3,4,3,3,4,,1,1,,21,2,4,,2,6,1,,2,1,,3,
1/19/2021 4:31,1/19/2021 4:34,0,100,189,1,1/19/2021 4:34,anonymous,NL,1,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1366x768,,,,,,,,,7,6,7,6,7,6,5,6,,,,,7,4,5,5,6,6,1.586,2.51,10.417,3,0,0,2.282,0,7,6,,,,,,,,,,,0,0,2.273,0,6,6,6,7,5,7,4,ja hoor,4,4,3,,,1,7,99,7,6,7,,,,1,1,7,6,3,7,6,7,6,,1,2,Veel man,31,1,8,,2,8,1,,3,1,,2,nope
1/19/2021 4:23,1/19/2021 4:34,0,100,635,1,1/19/2021 4:34,anonymous,NL,1,Safari iPhone,Unknown,iPhone,414x896,1,1,1,6,4,1,1,4,,,,,,,,,5,4,2,6,,,,,2,3,1.124,23.989,33.843,3,1.042,16.744,42.927,8,7,5,,,,,,,,,,,1.467,42.639,55.095,8,2,6,7,4,3,7,1,Ik vind het onverantwoordelijk om een vaccin in mij te laten spuiten als 20 jarige omdat ik de lange termijn effecten niet weet. Ik zou bijvoorbeeld niet willen dat ik over 20 jaar bijvoorbeeld kanker heb omdat het er dan toch iets in zit wat op lange termijn schade kan aanrichten.,1,1,1,,,1,7,99,,,,3,1,1,2,2,1,5,5,1,1,7,2,Het zijn geen mensen het zou bij het volk moeten liggen in mijn ogen.,1,1,,20,1,4,,2,9,1,,11,1,,1,Goede enquête met goede info zodat je de vragen goed kan invullen. Ook een relevant onderwerp.
1/19/2021 4:21,1/19/2021 4:34,0,100,789,1,1/19/2021 4:34,anonymous,NL,1,Chrome,87.0.4280.141,Android 10,360x740,6,7,5,7,6,6,4,5,,,,,,,,,5,7,5,6,,,,,3,6,2.218,15.438,27.927,5,19.699,20.683,21.909,2,5,6,,,,,,,,,,,1.118,2.364,5.909,3,6,4,5,4,5,3,4,Ik vind de vaccin betrouwbaar door verschillende filmpjes die ik over vaccins heb gezien.,3,4,3,,,2,7,99,,,,5,6,5,1,2,4,5,3,4,3,5,6,,1,1,,21,1,6,,2,5,1,,10,1,,1,
1/19/2021 4:29,1/19/2021 4:34,0,100,323,1,1/19/2021 4:34,anonymous,NL,1,Edge,87.0.664.75,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,5,4,4,4,,,,,2,4,4,4,4,4,0,0,12.329,0,0,0,9.455,0,5,6,,,,,,,,,,,0,0,2.198,0,5,5,4,5,5,5,4,"ik werk in de zorg dus vind ik het belangrijk dat je ingeent word,iedereen zou het moeten doen",3,3,3,,,2,7,99,6,4,6,,,,2,2,5,5,4,5,5,6,5,,2,1,,63,2,1,,1,5,1,,12,1,,1,nee
1/19/2021 4:24,1/19/2021 4:35,0,100,647,1,1/19/2021 4:35,anonymous,NL,1,Edge,87.0.664.75,Windows NT 10.0,1920x1080,,,,,,,,,6,6,5,6,5,6,6,6,,,,,5,7,2,4,5,4,,,,,,,,,,,0,0,27.204,0,0,0,17.798,0,6,5,0,0,13.115,0,6,3,3,6,6,6,4,ik heb er vertrouwen in dat het vaccin mij beschermt,4,3,4,,,2,7,99,6,3,6,,,,2,2,5,7,3,6,6,3,4,,1,2,nee,77,1,7,,2,8,1,,6,1,,1,veel succes
1/19/2021 4:27,1/19/2021 4:35,0,100,472,1,1/19/2021 4:35,anonymous,NL,1,Chrome,84.0.4147.110,CrOS x86_64 13099.85.0,1366x768,,,,,,,,,5,6,6,5,5,5,4,5,,,,,3,5,4,3,3,3,,,,,,,,,,,0,0,13.301,0,0,0,17.8,0,6,4,0,0,36.412,0,4,3,4,5,5,4,4,Er zijn geen bewezen ernstige gevolgen en het beschermt tegen Covid-19. ,3,3,3,,,2,7,99,7,6,6,,,,1,2,4,3,5,5,3,4,3,het op toevalligheid is gebaseerd.,1,2,nee.,51,2,6,,2,9,1,,7,1,,1,n.v.t.
1/19/2021 4:25,1/19/2021 4:35,0,100,590,1,1/19/2021 4:35,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,320x568,5,5,5,7,5,6,6,5,,,,,,,,,3,7,2,2,,,,,4,2,1.698,20.918,22.865,7,3.967,29.501,30.967,9,7,5,,,,,,,,,,,6.551,37.185,39.635,14,7,4,3,7,7,7,4,Ik wil dat COVID-19 verdwijnt ,3,3,4,,,1,7,99,,,,7,3,6,2,2,2,6,2,4,4,1,4,,,1,,47,1,6,,2,9,1,,3,1,,1,
1/19/2021 4:22,1/19/2021 4:35,0,100,800,1,1/19/2021 4:35,anonymous,NL,1,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1536x864,,,,,,,,,6,6,6,6,6,6,6,6,,,,,6,5,4,4,6,6,,,,,,,,,,,0,0,21.55,0,0,0,31.616,0,7,6,1.29,1.29,48.263,1,7,2,2,7,7,4,3,wanneer het echt nodig is,4,2,4,,,2,7,99,4,4,7,,,,1,2,5,7,4,4,4,5,6,,,1,,33,2,8,,2,2,1,,3,1,,1,
1/19/2021 4:31,1/19/2021 4:36,0,100,291,1,1/19/2021 4:36,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,0,0,3.776,0,0,0,2.91,0,4,4,,,,,,,,,,,0,0,2.28,0,4,4,4,4,4,4,3,ben bang dat ik een heftige reactie krijg ,3,3,3,3,,2,7,99,4,4,4,,,,2,1,4,4,4,4,4,4,4,,,1,,37,2,4,,2,5,1,,3,1,,1,
1/19/2021 4:27,1/19/2021 4:36,0,100,508,1,1/19/2021 4:36,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,,,,,,,,4,4,4,7,6,2,6,6,,,,,4,7,2,3,5,4,,,,,,,,,,,0,0,11.155,0,0,0,3.931,0,7,6,0,0,8.922,0,7,1,1,7,7,7,4,heel belangrijk om Covid te bestrijden met een vaccin,4,4,4,,,2,7,,6,4,5,,,,2,2,7,7,5,1,7,7,5,,,1,,75,1,8,,2,6,1,,3,1,,1,nee
1/19/2021 4:28,1/19/2021 4:36,0,100,463,1,1/19/2021 4:36,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,1,1,1,5,3,1,1,1,,,,,1,4,4,1,4,4,0,0,11.471,0,0,0,4.619,0,4,4,,,,,,,,,,,0,0,16.684,0,7,4,4,4,7,7,4,op advies van de regering,3,3,4,,,2,7,99,7,1,6,,,,2,2,6,6,5,5,5,4,4,,2,1,,65,1,4,,2,7,1,,5,1,,1,geen
1/19/2021 4:20,1/19/2021 4:36,0,100,943,1,1/19/2021 4:36,anonymous,NL,1,Edge,87.0.664.75,Windows NT 10.0,1536x864,,,,,,,,,5,5,5,7,4,7,7,7,,,,,7,7,2,4,6,6,0,0,35.13,0,0,0,19.337,0,7,2,,,,,,,,,,,0,0,31.916,0,6,2,1,6,6,4,4,als ik er voor kan zorgen dat deze pandemie stopt en er minder doden vallen zal ik dat zeker doen,3,2,3,,,1,7,99,7,3,6,,,,2,2,5,5,5,7,4,6,2,het kijkt niet naar individueen,3,1,,38,1,4,,2,9,1,,13,1,,1,nee
1/19/2021 4:24,1/19/2021 4:36,0,100,721,1,1/19/2021 4:36,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x667,6,6,6,6,4,6,7,7,,,,,,,,,4,7,2,5,,,,,5,5,,,,,,,,,,,6.453,11.873,14.127,2,2.345,15.862,17.851,5,6,3,4.004,32.104,32.857,5,6,2,1,7,7,7,4,"Voor mijn eigen gezondheid maar ook in belang van anderen zodat we weer terug kunnen Nasr „normaal“ hoewel dat maar de vraag is , terug naar oude situatie zal nooit meer terugkomen . ",4,4,4,,,1,7,99,,,,7,1,7,2,2,5,7,3,4,3,2,4,,2,1,,63,2,5,,2,9,1,,4,1,,1,Prima enquête 
