EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating.System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_Page.Submit,Q8.5_Page.Submit,Q8.6,Q8.7,Q10.3_Page.Submit,Q10.5_Page.Submit,Q10.6,Q10.7,Q14.2_Page.Submit,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q160,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6,psid,pid,country,check,Q86,Q19.2_1,RecipientLastName,Q.20.4,Q417_Page.Submit,Q420,Q421,Q138_Page.Submit,Q141,Q142,Q140,Q19.4_8_TEXT,Q20.4,Q19.4_12_TEXT,device,experimental.group,independence,advice,no.text,intro.submit,manipulation.submit,perceived.independence,safety,IMC,comprehension.check,comprehension.check.failed,female,age,healthcare,healthcare.recoded,native.language,benefits.vaccines,comments.general,intent.vaccine,intent.vaccine.recoded,credibility.item1,credibility.item2.reversed,credibility.item3.reversed,credibility.item4,credibility.item5,credibility.item6,stability,expertise,noninterference,credibility.index,trust.EC,trust.EP,trust.council,trust.scientist,trust.politicians,trust.media,political.ideology,EU.integration,interpersonal.trust,familiarity.EMA,familiarity.advice,credibility.EMA.pre,credibility.EMA.post,trust.health.authorities,perceived.independence.reversed,consequences.health,consequences.economic,importance.EMA,importance.FDA,importance.NRA,importance.EMA.recoded,importance.FDA.recoded,importance.NRA.recoded,private.providers,decision.submit,duration,trust.EU.institutions,province.id,knowledge,manipulation.submit.quartile,manipulation.submit.30,age.10,country.lab,noninterference.recoded,expertise.recoded,stability.recoded,perceived.independence.reversed.recoded,benefits.vaccines.recoded,timer_total_minutes,education,income,migration_background
9-2-2021 06:47,0,31.187.33.239,100,896,1,9-2-2021 06:47,R_20UmI9VdVj26LEg,anonymous,EN-GB,1,Chrome,88.0.4324.152,Android 10,854x534,6,5,4,7,4,4,6,6,5,6,5,4,7,4,4,6,6,5,4,6,3,3,4,6,3,3,4,4,22.998,41.987,5,4,0,0,0,0,58.524,5,3,4,6,6,5,4,3,As I am older person I will get the vaccine I lessens my risk of getting the virus.,3,3,3,1,,2,7,99,4,1,6,4,1,6,2,2,3,5,4,4,5,4,4,0,2,,65,2,1,,2,2,1,,7,1,,1,Very Interesting.,VSjgKHrIYN02b48KAEyLWA**,1408897875,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,22.998,41.987,4,5,1,0,failed,1,65,0,no,1,6,Very Interesting.,3,0.6666666666666666,5,5,4,6,6,5,5,6,4.666666666666667,5.166666666666667,6,5,4,7,4,4,4,4,5,3,5,6,4,6,4,4,1,3,3,3,1,1,1,4,58.524,14.933333333333334,5,IE7,1,Q4,30 secs or more,60-69,3. Ireland,0.6153846153846154,0.8,0.6666666666666666,0.5,0.8333333333333334,14.933333333333334,1,2,0
9-2-2021 07:21,0,109.78.169.255,100,622,1,9-2-2021 07:21,R_pg8zXle2X9oGllT,anonymous,EN-GB,1,Chrome,83.0.4103.106,Android 9,360x640,5,5,5,6,5,1,3,5,5,5,5,5,6,5,1,3,5,5,5,7,5,1,5,7,5,1,2,2,19.924,15.01,7,3,0,0,0,0,11.567,5,5,2,6,4,2,4,3,Having the vaccine will allow me to travel and play golf,4,3,2,0,,1,7,99,6,4,5,6,4,5,2,2,3,2,5,4,4,5,4,3,2,,68,1,2,,2,6,1,,27,1,,1,,VSjgKHrIYN0ixjHYnfHA0w**,1482294307,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,19.924,15.01,3,7,1,1,passed,0,68,0,no,1,7,,3,0.6666666666666666,5,3,6,6,4,2,2,5,4.666666666666667,4.333333333333333,5,5,5,6,5,1,5,4,4,3,2,5,4,5,5,6,4,4,3,2,1,1,0,5,11.567,10.366666666666667,5,IE27,1,Q2,Under 30 secs,60-69,3. Ireland,0.6153846153846154,0.7,0.16666666666666666,0.6666666666666666,1,10.366666666666667,2,6,0
9-2-2021 07:25,0,89.19.88.209,100,493,1,9-2-2021 07:25,R_2e8wyLvK8AZ7CbM,anonymous,EN-GB,1,Chrome,74.0.3729.136,Android 9,360x780,7,7,7,7,4,3,6,7,7,7,7,7,7,4,3,6,7,7,7,7,5,3,7,7,5,3,7,7,12.872,11.607,7,1,0,0,0,0,18.172,7,1,1,7,5,7,7,4,I believe its safe because the checks and reviews process have been conducted ,4,4,3,0,,1,7,99,7,7,5,7,7,5,2,2,3,6,4,6,1,1,4,1,2,,38,1,3,,2,9,1,,7,1,,1,Happy to contribute again ,VSjgKHrIYN0xNd_GJTXtIQ**,1776226964,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,12.872,11.607,1,7,1,1,passed,0,38,0,no,1,7,Happy to contribute again ,4,1,7,7,7,7,5,7,7,6,7,6.666666666666667,7,7,7,7,4,3,4,6,1,3,6,7,7,5,7,7,7,4,4,3,1,1,1,1,18.172,8.216666666666667,7,IE7,1,Q2,Under 30 secs,30-39,3. Ireland,1,0.9,1,1,1,8.216666666666667,3,9,0
9-2-2021 07:25,0,213.205.194.15,100,10251,1,9-2-2021 07:25,R_ue7gYSPswMbWa5P,anonymous,EN-GB,1,Chrome,88.0.4324.141,Android 10,360x740,1,2,2,6,1,6,1,7,5,1,2,2,6,1,6,1,7,5,6,7,5,5,6,7,5,5,1,1,0,0,0,0,28.964,25.762,6,7,33.57,2,7,6,7,2,6,7,4,"I believe I would be safer and others around me
Have more freedom of movement",3,2,3,0,,2,7,99,7,1,3,7,1,3,2,1,4,3,4,4,4,5,1,1,1,No,48,1,3,,2,9,1,,6,1,,1,,VSjgKHrIYN1KJy0YEgSWEg**,1889620398,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,28.964,25.762,7,6,1,1,passed,0,48,0,no,1,7,,4,1,2,1,2,7,2,6,6,4.5,1.6666666666666667,3.3333333333333335,1,2,2,6,1,6,4,4,4,4,3,7,7,3,1,7,1,3,2,3,1,0,1,5,33.57,170.85,1.6666666666666667,IE6,0,Q3,Under 30 secs,40-49,3. Ireland,0.15384615384615385,0.5,0.8333333333333334,0,1,170.85,3,9,0
9-2-2021 07:32,0,212.129.73.165,100,523,1,9-2-2021 07:32,R_1q8NgDS1IkIVrpE,anonymous,EN-GB,1,Chrome,88.0.4324.141,Android 10,360x780,7,6,5,4,3,3,6,6,6,7,6,5,4,3,3,6,6,6,3,7,4,2,3,7,4,2,3,3,6.079,4.297,7,4,0,0,0,0,5.784,7,2,3,7,7,7,6,4,I trust any ema recommended vaccines and do not belief there are any negatives to it,4,3,4,0,,3,7,99,5,3,4,5,3,4,2,1,6,6,3,6,6,2,3,1,2,,66,1,3,,2,5,1,,13,1,,3,Nothing extra but the survey got me thinking about algorithms and EU responsibilities,VSjgKHrIYN3p5BZalVSXDw**,1879930571,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,6.079,4.297,4,7,1,0,failed,0,66,0,no,1,7,Nothing extra but the survey got me thinking about algorithms and EU responsibilities,4,1,7,6,5,7,7,7,7,7,6,6.5,7,6,5,4,3,3,3,6,6,6,6,6,6,4,4,5,3,4,3,4,1,1,1,2,5.784,8.716666666666667,6,IE13,0,Q1,Under 30 secs,60-69,3. Ireland,0.7692307692307693,1,1,0.5,1,8.716666666666667,3,5,1
9-2-2021 09:01,0,86.45.204.122,100,846,1,9-2-2021 09:01,R_9Y1YVyGIElfdJjX,anonymous,EN-GB,1,Safari iPhone,14.0.3,iPhone,375x667,6,6,6,7,5,5,7,7,7,6,6,6,7,5,5,7,7,7,5,7,3,1,5,7,3,1,7,6,16.373,17.409,7,3,0,0,0,0,29.91,7,3,6,7,7,7,7,4,Because of its general effectiveness and also its effectiveness against new strains. Also fact that it does not contain a little of the virus ,4,4,4,0,WHO,1,7,99,7,1,5,7,1,5,2,2,7,7,5,7,3,6,4,1,1,Calculating exam results ,69,1,3,,2,9,1,,9,1,,1,,VSjgKHrIYN1aprQy3MN4VA**,1894758373,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,16.373,17.409,3,7,1,1,passed,0,69,0,no,1,7,,4,1,7,5,2,7,7,7,7,7,4.666666666666667,5.833333333333333,6,6,6,7,5,5,5,7,3,7,7,7,7,5,5,7,1,4,4,4,1,1,1,6,29.91,14.1,6,IE9,1,Q2,Under 30 secs,60-69,3. Ireland,0.46153846153846156,1,1,0.6666666666666666,1,14.1,3,9,0
9-2-2021 09:25,0,89.19.88.18,100,454,1,9-2-2021 09:25,R_ZmjEAzWwYk1tIgV,anonymous,EN-GB,1,Safari iPhone,14.0.2,iPhone,414x896,4,5,6,6,7,2,3,3,5,4,5,6,6,7,2,3,3,5,6,7,5,3,6,7,5,3,5,5,8.178,5.339,5,3,0,0,0,0,6.952,5,6,3,3,4,5,5,4,No,3,1,4,0,,3,7,99,7,7,5,7,7,5,2,2,4,5,4,5,3,5,4,1,2,,18,1,3,,2,2,1,,20,1,,1,Nope,VSjgKHrIYN2HtHE7MG0vPg**,1819575026,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,8.178,5.339,3,5,1,0,failed,0,18,0,no,1,7,Nope,4,1,5,2,5,3,4,5,5,3.5,4,4,4,5,6,6,7,2,4,5,3,4,5,3,5,5,5,7,7,3,1,4,1,0,1,5,6.952,7.566666666666666,5,IE20,1,Q1,Under 30 secs,younger than 30,3. Ireland,0.46153846153846156,0.55,0.6666666666666666,0.6666666666666666,1,7.566666666666666,3,2,0
9-2-2021 10:25,0,212.129.83.147,100,539,1,9-2-2021 10:25,R_2WusIvlq5jHv5hH,anonymous,EN-GB,1,Chrome,87.0.4280.101,Android 10,412x892,5,5,4,5,2,2,7,4,7,5,5,4,5,2,2,7,4,7,3,5,3,2,3,5,3,2,4,4,0,0,0,0,15.294,25.001,7,3,17.161,5,3,3,5,5,4,5,3,Still early in vaccination side effects ,3,3,3,0,,2,7,99,6,6,4,6,6,4,2,2,2,2,4,7,1,5,4,0,2,,43,1,4,,1,8,1,,4,1,,1,,VSjgKHrIYN3mCBlCUrQzhQ**,1878538450,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,15.294,25.001,3,7,1,1,passed,0,43,1,yes,1,5,,3,0.6666666666666666,5,5,5,5,5,4,4,5,5,4.833333333333333,5,5,4,5,2,2,4,7,1,2,2,4,5,4,5,6,6,3,3,3,1,1,1,5,17.161,8.983333333333333,4.666666666666667,IE4,1,Q3,Under 30 secs,40-49,3. Ireland,0.6923076923076923,0.7,0.5,0.6666666666666666,0.6666666666666666,8.983333333333333,4,8,0
9-2-2021 10:31,0,86.41.239.52,100,472,1,9-2-2021 10:31,R_3CWcXmv2bmEzFc1,anonymous,EN-GB,1,Safari iPhone,14.0.3,iPhone,375x812,6,5,4,6,4,4,7,7,7,6,5,4,6,4,4,7,7,7,2,2,4,3,2,2,4,3,3,4,15.364,13.269,7,4,0,0,0,0,10.458,5,6,6,7,7,5,6,3,I think it�s too soon to take any vaccine and I�d prefer to wait to see if there are any other negative symptoms ,3,3,3,0,,1,7,99,7,7,6,7,7,6,1,2,1,2,1,3,1,3,3,0,2,,42,1,3,,2,9,1,,6,1,,1,No thank you ,VSjgKHrIYN33_M8YoBEsUg**,1894798519,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,15.364,13.269,4,7,1,1,passed,0,42,0,no,1,2,No thank you ,3,0.6666666666666666,5,2,2,7,7,5,5,7,3,4.666666666666667,6,5,4,6,4,4,1,3,1,1,2,7,6,6,4,7,7,3,3,3,1,1,1,3,10.458,7.866666666666666,5,IE6,0,Q2,Under 30 secs,40-49,3. Ireland,0.23076923076923078,0.9,0.6666666666666666,0.5,0.16666666666666666,7.866666666666666,3,9,0
9-2-2021 11:10,0,86.44.86.6,100,948,1,9-2-2021 11:10,R_31oQuO7OuNnzi3y,anonymous,EN-GB,1,Chrome,88.0.4324.141,Android 10,360x748,5,5,5,6,6,4,5,6,6,5,5,5,6,6,4,5,6,6,5,7,5,4,5,7,5,4,6,5,57.965,44.911,7,6,0,0,0,0,76.494,6,3,3,6,6,6,6,4,Because I'm over 70 this vaccine is the one most recommended ,4,3,4,0,,1,7,99,6,2,6,6,2,6,2,2,7,6,4,6,2,3,5,2,2,,72,1,4,,2,6,1,,9,1,,1,Nothing ,VSjgKHrIYN3VW0XxqaF4Eg**,1404877758,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,57.965,44.911,6,7,1,1,passed,0,72,0,no,1,7,Nothing ,4,1,6,5,5,6,6,6,6,6,5.333333333333333,5.666666666666667,5,5,5,6,6,4,4,6,2,7,6,6,6,6,2,6,2,4,3,4,1,1,1,3,76.494,15.8,5,IE9,1,Q4,30 secs or more,70-79,3. Ireland,0.6923076923076923,0.85,0.8333333333333334,0.16666666666666666,1,15.8,4,6,0
9-2-2021 11:12,0,37.228.209.227,100,434,1,9-2-2021 11:12,R_1Q6pgIa9mGmjHea,anonymous,EN-GB,1,Safari iPhone,14.0.1,iPhone,414x896,6,5,5,5,6,6,5,5,5,6,5,5,5,6,6,5,5,5,7,7,4,7,7,7,4,7,7,6,11.631,2.292,7,3,0,0,0,0,11.246,7,3,7,7,7,6,7,4,In these days of COVID it is very important to trust our regulators are making decisions purely based on scientific results,4,3,4,0,,3,7,99,7,7,7,7,7,7,1,2,6,4,4,3,4,3,7,3,1,Census ,49,1,5,,2,6,1,,13,1,,1,No,VSjgKHrIYN1zzrOne-pbAQ**,1894823551,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,11.631,2.292,3,7,1,0,failed,0,49,0,no,1,7,No,4,1,7,5,1,7,7,6,6,7,4.333333333333333,5.5,6,5,5,5,6,6,4,3,4,6,4,5,7,7,5,7,7,4,3,4,1,1,1,3,11.246,7.233333333333333,5.333333333333333,IE13,0,Q1,Under 30 secs,40-49,3. Ireland,0.38461538461538464,1,0.8333333333333334,0.6666666666666666,1,7.233333333333333,5,6,0
9-2-2021 11:26,0,51.171.58.62,100,1495,1,9-2-2021 11:26,R_T70rsOukA7ZVVXr,anonymous,EN-GB,1,Safari,4,Android 11,412x869,4,4,4,3,1,3,4,5,5,4,4,4,3,1,3,4,5,5,3,6,4,4,3,6,4,4,2,1,69.323,59.586,7,5,0,0,0,0,110.918,6,5,6,6,6,6,5,4,I believe that the only way to get over this pandemic is through vaccination. I would happily take a vaccine to try and get back to normal as quick as possible ,3,3,3,0,,2,7,99,6,5,2,6,5,2,2,1,4,4,4,5,3,5,3,1,2,,27,1,5,,2,7,1,,7,2,Irish ,1,,VSjgKHrIYN25cLO9uapXbQ**,1894792398,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,69.323,59.586,5,7,1,0,failed,0,27,0,no,2,6,,4,1,6,3,2,6,6,6,6,6,3.6666666666666665,4.833333333333333,4,4,4,3,1,3,4,5,3,4,4,5,5,2,3,6,5,3,3,3,1,1,1,5,110.918,24.916666666666668,4,IE7,0,Q4,30 secs or more,younger than 30,3. Ireland,0.3076923076923077,0.85,0.8333333333333334,0.3333333333333333,0.8333333333333334,24.916666666666668,5,7,0
9-2-2021 11:39,0,80.233.52.9,100,698,1,9-2-2021 11:39,R_1IgzeoYzwLoFEGM,anonymous,EN-GB,1,Chrome,88.0.4324.155,Android 10,360x780,5,5,5,7,5,2,5,3,5,5,5,5,7,5,2,5,3,5,7,7,4,7,7,7,4,7,5,4,3.843,3.4,5,6,0,0,0,0,1.634,4,5,2,4,5,7,4,3,Cause it is the only way forward to beating the virus,3,3,3,0,,1,7,99,6,4,5,6,4,5,2,2,2,4,1,5,4,3,5,2,2,,18,1,7,,2,8,1,,26,1,,3,No,VSjgKHrIYN0pcOX1l4JD3g**,1852067186,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,3.843,3.4,6,5,1,1,passed,0,18,0,no,1,7,No,3,0.6666666666666666,4,3,6,4,5,7,7,4.5,4.333333333333333,4.833333333333333,5,5,5,7,5,2,1,5,4,2,4,3,4,5,2,6,4,3,3,3,1,1,1,3,1.634,11.633333333333333,5,IE26,1,Q1,Under 30 secs,younger than 30,3. Ireland,0.6153846153846154,0.6,1,0.16666666666666666,1,11.633333333333333,7,8,1
9-2-2021 12:54,0,86.45.43.88,100,499,1,9-2-2021 12:54,R_4Ym7TBIrgb4vaVj,anonymous,EN-GB,1,Chrome,83.0.4103.106,Android 11,320x676,4,4,3,1,4,1,4,4,4,4,4,3,1,4,1,4,4,4,4,4,3,3,4,4,3,3,1,1,19.744,7.776,2,2,0,0,0,0,13.125,1,1,1,2,1,1,2,1,I don't believe any vaccination to covid 19,1,2,1,0,,3,7,99,3,1,2,3,1,2,1,2,3,3,3,3,3,2,1,2,2,,43,1,4,,2,3,1,,6,2,Polish,3,No,VSjgKHrIYN0HJuiqjH3lcg**,1476694246,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,19.744,7.776,2,2,1,0,failed,0,43,0,no,2,4,No,1,0,1,7,7,2,1,1,1,1.5,5,3.1666666666666665,4,4,3,1,4,1,3,3,3,3,3,4,2,2,6,3,1,1,2,1,0,0,0,2,13.125,8.316666666666666,3.6666666666666665,IE6,0,Q2,Under 30 secs,40-49,3. Ireland,1,0.15,0,0.8333333333333334,0.5,8.316666666666666,4,3,1
9-2-2021 12:59,0,86.42.8.81,100,612,1,9-2-2021 12:59,R_3ReavIIVqYzDSuv,anonymous,EN-GB,1,Chrome,83.0.4103.106,Android 10,1280x800,4,4,4,5,5,3,5,5,5,4,4,4,5,5,3,5,5,5,4,6,3,3,4,6,3,3,4,4,0,0,0,0,30.585,49.281,5,3,10.069,5,3,4,6,6,6,6,4,Prefer to get vaccine than covid19,3,3,3,0,,2,7,99,5,3,5,5,3,5,2,2,4,6,5,4,5,3,4,2,1,Exam results 2020 in UK,69,1,3,,2,9,1,,12,1,,1,All ok,VSjgKHrIYN0EIuK1MyPugA**,1522058194,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,30.585,49.281,3,5,1,1,passed,0,69,0,no,1,6,All ok,4,1,5,5,4,6,6,6,6,6,4.666666666666667,5.333333333333333,4,4,4,5,5,3,5,4,5,4,6,5,6,5,5,5,3,3,3,3,1,1,1,3,10.069,10.2,4,IE12,1,Q4,30 secs or more,60-69,3. Ireland,0.6153846153846154,0.8,0.8333333333333334,0.6666666666666666,0.8333333333333334,10.2,3,9,0
9-2-2021 13:05,0,89.19.67.112,100,1758,1,9-2-2021 13:05,R_BCUYKeL418SoUMh,anonymous,EN-GB,1,Safari iPhone,12.1.2,iPhone,320x568,3,3,3,4,5,3,5,3,3,3,3,3,4,5,3,5,3,3,1,1,3,7,1,1,3,7,1,1,26.712,11.252,7,7,0,0,0,0,12.266,2,3,5,3,3,7,2,1,"not enough time and testing given to the development of the vaccine,
basically would not be willing to take it until it has passed more vigorous testing on animals etc.


",3,3,3,2,,1,7,99,7,7,5,7,7,5,1,1,3,3,4,7,3,7,1,1,1,media ,66,1,5,,2,5,1,,5,1,,1,"No, all�s fine, thanks.",VSjgKHrIYN2g7tEUkWX1Dg**,1887242970,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,26.712,11.252,7,7,1,1,passed,0,66,0,no,1,1,"No, all�s fine, thanks.",1,0,2,5,3,3,3,7,7,3,3.3333333333333335,3.8333333333333335,3,3,3,4,5,3,4,7,3,3,3,3,2,5,1,7,7,3,3,3,1,1,1,7,12.266,29.3,3,IE5,0,Q2,Under 30 secs,60-69,3. Ireland,0.5384615384615384,0.35,1,0,0,29.3,5,5,0
9-2-2021 13:20,0,80.233.55.112,100,1019,1,9-2-2021 13:20,R_11irHicHBOq0b8R,anonymous,EN-GB,1,Chrome iPhone,87.0.4280.77,iPhone,375x667,7,6,7,7,7,5,7,7,7,7,6,7,7,7,5,7,7,7,7,7,7,5,7,7,7,5,7,6,0,0,0,0,24.118,31.552,7,7,46.933,7,3,7,7,7,4,7,4,I believe that getting the vaccine would be great so that people can get back to there normal lives. I believe the vaccine is if the government says so.,4,4,4,0,,2,7,99,7,7,5,7,7,5,1,2,7,7,7,7,1,7,7,2,2,,18,1,2,,2,6,1,,6,2,Irish,2,,VSjgKHrIYN34l1WbwyH-Cw**,1894315789,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,24.118,31.552,7,7,1,1,passed,0,18,0,no,2,7,,4,1,7,5,1,7,7,4,4,7,4.333333333333333,5.166666666666667,7,6,7,7,7,5,7,7,1,7,7,7,7,5,1,7,7,4,4,4,1,1,1,7,46.933,16.983333333333334,6.666666666666667,IE6,0,Q3,30 secs or more,younger than 30,3. Ireland,0.38461538461538464,1,0.5,0,1,16.983333333333334,2,6,1
9-2-2021 13:36,0,86.45.107.159,100,842,1,9-2-2021 13:36,R_3J5e5np7sRse5Pl,anonymous,EN-GB,1,Safari iPhone,14.0.2,iPhone,375x667,4,4,4,3,1,1,6,4,4,4,4,4,3,1,1,6,4,4,4,4,3,5,4,4,3,5,5,5,0,0,0,0,18.51,11.301,1,4,4.44,5,4,5,4,5,4,4,3,I believe it is suitable for me though I am willing to accept any vaccine as I trust science ,4,4,4,0,,2,7,99,7,1,5,7,1,5,2,2,3,4,4,4,1,4,4,1,2,,66,2,6,,2,6,1,,12,1,,1,,VSjgKHrIYN0wsf5x9A-SFg**,1760141299,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,18.51,11.301,4,1,1,1,passed,1,66,0,no,1,4,,3,0.6666666666666666,5,4,3,4,5,4,4,4.5,4,4.166666666666667,4,4,4,3,1,1,4,4,1,3,4,4,4,5,4,7,1,4,4,4,1,1,1,4,4.44,14.033333333333333,4,IE12,1,Q2,Under 30 secs,60-69,3. Ireland,0.46153846153846156,0.65,0.5,0.5,0.5,14.033333333333333,6,6,0
9-2-2021 13:40,0,212.129.85.54,100,875,1,9-2-2021 13:40,R_DqmvH9XCl1gNjiN,anonymous,EN-GB,1,Chrome,87.0.4280.101,Android 9,412x846,4,4,3,7,4,3,4,6,7,4,4,3,7,4,3,4,6,7,7,7,1,4,7,7,1,4,5,6,28.293,8.699,7,4,0,0,0,0,21.008,6,6,7,6,5,5,7,4,"Because everyone wants to end the pandemic, and for that reason I think that the parliament will help ",4,3,4,0,,2,7,99,5,7,4,5,7,4,2,2,1,1,4,7,4,1,7,0,2,,25,1,9,,2,2,1,,4,2,,3,,VSjgKHrIYN0lfAJE0tIqhg**,1894901463,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,28.293,8.699,4,7,1,0,failed,0,25,0,no,2,7,,4,1,6,2,1,6,5,5,5,5.5,3,4.166666666666667,4,4,3,7,4,3,4,7,4,1,1,6,7,4,4,5,7,4,3,4,1,1,1,1,21.008,14.583333333333334,3.6666666666666665,IE4,1,Q2,Under 30 secs,younger than 30,3. Ireland,0.15384615384615385,0.8,0.6666666666666666,0.5,1,14.583333333333334,9,2,1
9-2-2021 14:57,0,78.17.176.2,100,852,1,9-2-2021 14:57,R_3pb7mjIkitlcvOh,anonymous,EN-GB,1,Chrome,88.0.4324.152,Android 10,360x780,5,4,4,5,3,3,4,3,4,5,4,4,5,3,3,4,3,4,2,4,1,3,2,4,1,3,4,3,0,0,0,0,4.238,2.263,6,5,2.335,4,6,4,4,5,4,4,3,N/A,3,2,3,0,,3,7,99,7,7,6,7,7,6,2,2,4,4,4,4,6,2,3,1,2,,45,1,2,,2,7,1,,0,1,,1,0,VSjgKHrIYN293VEmD09xOQ**,1894746451,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,4.238,2.263,5,6,1,0,failed,0,45,0,no,1,4,NA,3,0.6666666666666666,4,2,4,4,5,4,4,4.5,3.3333333333333335,3.8333333333333335,5,4,4,5,3,3,4,4,6,4,4,3,4,6,3,7,7,3,2,3,1,0,1,2,2.335,14.2,4.333333333333333,IE0,1,Q1,Under 30 secs,40-49,3. Ireland,0.38461538461538464,0.6,0.5,0.3333333333333333,0.5,14.2,2,7,0
9-2-2021 15:28,0,109.78.53.238,100,270,1,9-2-2021 15:28,R_3nAwP3UKTDqHROM,anonymous,EN-GB,1,Chrome,88.0.4324.141,Android 10,360x760,5,6,5,5,4,5,4,6,6,5,6,5,5,4,5,4,6,6,5,5,4,6,5,5,4,6,5,4,1.884,1.254,5,4,0,0,0,0,1.736,7,4,6,5,5,5,5,4,I will gladly take it to get back to some sort of normality in the world ,3,3,3,0,,3,7,99,5,5,6,5,5,6,2,2,2,3,3,4,3,1,4,2,2,,37,1,5,,2,9,1,,21,1,,1,,VSjgKHrIYN1hyZwYecYxoQ**,1766992484,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,independence,1,0,0,1.884,1.254,4,5,1,0,failed,0,37,0,no,1,5,,4,1,7,4,2,5,5,5,5,5,4.333333333333333,4.666666666666667,5,6,5,5,4,5,3,4,3,2,3,6,5,6,4,5,5,3,3,3,1,1,1,1,1.736,4.5,5.333333333333333,IE21,1,Q1,Under 30 secs,30-39,3. Ireland,0.38461538461538464,0.8,0.6666666666666666,0.5,0.6666666666666666,4.5,5,9,0
9-2-2021 15:37,0,178.167.159.248,100,483,1,9-2-2021 15:37,R_25uacznmmVkucnf,anonymous,EN-GB,1,Chrome,88.0.4324.152,Android 10,360x771,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,0,0,1.726,1.458,5,5,1.793,5,5,6,5,5,5,5,3,Yes,3,3,3,3,Health Centre ,3,7,99,5,4,4,5,4,4,2,1,5,5,5,5,5,5,6,2,2,,50,1,3,,2,3,1,,23,1,,3,No thanks ,VSjgKHrIYN39_JGFQ423Pw**,1886431061,IE,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile,advice,0,1,0,1.726,1.458,5,5,1,0,failed,0,50,0,no,1,4,No thanks ,3,0.6666666666666666,5,3,2,5,5,5,5,5,3.3333333333333335,4.166666666666667,4,4,4,4,4,5,5,5,5,5,5,4,5,4,3,5,4,3,3,3,1,1,1,5,1.793,8.05,4,IE23,0,Q1,Under 30 secs,50-59,3. Ireland,0.3076923076923077,0.7,0.6666666666666666,0.3333333333333333,0.5,8.05,3,3,1
