StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q86,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.4,Q20.5,Q18.4,Q18.5,Q19.2_1,Q19.3,Q19.4,Q19.4_8_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
2/10/2021 6:35,2/10/2021 6:41,0,100,339,1,2/10/2021 6:41,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 6.3,1280x720,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,1,5,1,4,4,4,,,,,,,,,,,0,0,10.897,0,0,0,34.822,0,5,5,0,0,9.167,0,4,4,5,5,5,4,5,2,je ne croit pas que se vaccin est fiable,2,2,2,1,,2,7,99,4,4,5,,,,2,1,5,5,5,5,5,5,5,,2,2,,52,1,2,,2,1,1,,7,1,,1,tres bien et tres interessante
2/10/2021 6:36,2/10/2021 6:41,0,100,329,1,2/10/2021 6:41,anonymous,FR,1,Firefox,85,Windows NT 10.0,1600x900,,,,,,,,,,7,7,6,6,6,6,7,6,6,,,,,7,6,6,6,6,7,0,0,18.281,0,0,0,68.976,0,7,6,,,,,,,,,,,0,0,8.829,0,6,6,6,4,7,6,7,3,Car j'ai confiance à la science ,4,3,3,4,,3,7,99,7,6,7,,,,2,1,6,6,6,6,6,7,6,,1,1,je n'ai pas d'exemple à citer,38,1,5,,2,8,1,,7,1,,1,
2/10/2021 6:36,2/10/2021 6:41,0,100,305,1,2/10/2021 6:41,anonymous,FR,1,Firefox,85,Windows NT 10.0,1920x1080,,,,,,,,,,5,5,5,6,3,2,5,5,5,,,,,6,5,5,4,6,6,,,,,,,,,,,0,0,14.411,0,0,0,21.826,0,5,3,23.376,23.376,23.794,1,6,7,4,6,5,5,5,2,pas assez de recul et fais fabriquer trop vite,3,3,3,,,2,7,99,5,2,5,,,,1,2,4,3,4,5,3,3,5,,2,2,,40,2,2,,2,4,1,,1,1,,1,
2/10/2021 6:36,2/10/2021 6:41,0,100,284,1,2/10/2021 6:41,anonymous,FR,1,Chrome,88.0.4324.152,Android 10,393x851,7,7,7,7,7,7,7,7,7,,,,,,,,,,6,6,6,7,,,,,7,5,3.901,4.35,15.321,2,0.466,0.466,1.43,1,6,6,,,,,,,,,,,0.267,0.267,1.363,1,7,5,6,6,6,6,5,4,C'est important de le faire,3,3,4,,,3,7,99,,,,6,6,6,1,1,5,6,4,5,5,6,5,,1,1,Une meilleure réglementation,32,1,3,,2,2,1,,8,1,,1,Non
2/10/2021 6:37,2/10/2021 6:41,0,100,269,1,2/10/2021 6:41,anonymous,FR,1,Chrome,88.0.4324.146,Windows NT 10.0,1600x900,,,,,,,,,,4,5,5,6,3,4,4,5,5,,,,,3,4,4,4,6,6,0,0,12.108,0,0,0,6.883,0,7,6,,,,,,,,,,,0,0,2.177,0,5,5,6,7,6,6,6,3,vaccin plus securisé,2,3,2,,,3,7,99,3,5,4,,,,2,1,5,5,6,4,5,6,5,,2,1,non desolé,30,2,5,,2,4,1,,11,1,,1,
2/10/2021 6:36,2/10/2021 6:41,0,100,305,1,2/10/2021 6:41,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1600x900,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,19.435,0,0,0,12.777,0,4,4,0,0,25.369,0,4,4,4,4,4,4,4,2,pas totalement convaincu,2,2,2,,,3,7,99,7,7,4,,,,1,2,5,4,4,4,4,4,4,,1,2,,55,2,2,,2,1,1,,2,1,,1,parfait
2/10/2021 6:37,2/10/2021 6:42,0,100,269,1,2/10/2021 6:42,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1536x864,,,,,,,,,,4,4,4,5,4,3,4,4,4,,,,,5,5,6,6,6,6,,,,,,,,,,,0,0,7.076,0,0,0,3.142,0,5,4,0,0,4.854,0,4,4,4,4,4,4,4,2,"j ai des doutes sur les scientifiques et les medicaments
tout est une question d argent",2,2,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2021 6:37,2/10/2021 6:42,0,100,308,1,2/10/2021 6:42,anonymous,FR,1,Safari iPhone,Unknown,iPhone,375x812,7,4,6,5,4,3,5,7,5,,,,,,,,,,5,5,6,3,,,,,1,3,,,,,,,,,,,1.152,1.152,2.149,1,0.408,0.408,1.857,1,6,4,0.298,0.298,2.366,1,6,4,5,7,5,4,4,1,Car je n’est aps confiance en se vaccin et je suis pas positivé ,2,4,3,,,1,7,99,,,,6,4,6,2,1,4,5,6,4,4,6,5,,2,2,,24,2,5,,2,1,1,,8,1,,1,Que je suis mère de famille 
2/10/2021 6:36,2/10/2021 6:42,0,100,367,1,2/10/2021 6:42,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1366x768,,,,,,,,,,3,3,3,5,3,3,4,3,3,,,,,5,7,1,3,3,3,0,0,15.278,0,0,0,38.85,0,7,7,,,,,,,,,,,0,0,30.298,0,3,5,7,5,3,7,3,4,pourquoi pas,2,2,2,,,2,7,99,7,7,3,,,,1,1,1,1,5,1,1,5,2,artificielles,2,2,,52,1,6,,2,8,1,,9,1,,1,ras
2/10/2021 6:36,2/10/2021 6:42,0,100,357,1,2/10/2021 6:42,anonymous,FR,1,Firefox,85,Windows NT 6.1,1440x900,,,,,,,,,,3,3,3,4,2,3,3,3,3,,,,,3,4,2,4,3,3,,,,,,,,,,,0,0,2.281,0,0,0,12.946,0,6,5,0,0,4.313,0,4,5,4,5,5,4,5,2,peu performant,2,3,3,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2021 6:37,2/10/2021 6:42,0,100,352,1,2/10/2021 6:42,anonymous,FR,1,Firefox,78,Windows NT 10.0,1280x720,,,,,,,,,,3,3,3,7,3,3,2,4,3,,,,,5,7,3,1,5,5,0,0,1.666,0,0,0,5.216,0,6,5,,,,,,,,,,,0,0,2.137,0,7,4,4,7,7,7,6,4,RAS,3,3,2,,,1,7,99,6,3,7,,,,2,2,6,6,5,6,5,5,6,,2,1,SUIVI DE FOULE,55,1,4,,2,8,1,,8,1,,1,
2/10/2021 6:39,2/10/2021 6:43,0,100,207,1,2/10/2021 6:43,anonymous,FR,1,Chrome,88.0.4324.146,Macintosh,1920x1200,,,,,,,,,,5,5,4,5,6,5,4,5,4,,,,,4,3,4,5,5,5,,,,,,,,,,,0,0,2.621,0,0,0,1.109,0,4,5,0,0,1.972,0,5,4,4,5,5,5,4,3,ca marche,3,4,3,3,erreur,3,7,99,5,4,5,,,,2,1,5,5,4,5,4,4,5,,2,1,prédire les comportements,41,1,3,,2,3,1,,1,1,,1,non
2/10/2021 6:36,2/10/2021 6:43,0,100,408,1,2/10/2021 6:43,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1366x768,,,,,,,,,,4,4,4,4,4,3,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,11.815,0,0,0,21.911,0,5,5,0,0,21.495,0,3,4,4,3,4,4,3,1,pas confiance,2,2,2,,,2,7,99,3,3,3,,,,1,2,1,1,4,4,3,4,4,,1,2,,35,2,3,,2,2,1,,12,1,,1,
2/10/2021 6:37,2/10/2021 6:43,0,100,352,1,2/10/2021 6:43,anonymous,FR,1,Chrome,88.0.4324.152,Android 10,360x760,6,5,6,7,4,2,6,6,6,,,,,,,,,,6,6,3,5,,,,,5,5,0.889,1.616,18.154,2,1.28,2.281,22.765,2,6,4,,,,,,,,,,,1.612,48.21,48.753,4,6,4,5,6,6,5,7,3,Je pense que ce vaccin a fait ses preuves.,3,3,3,,,1,7,99,,,,6,5,4,2,1,6,5,6,5,4,5,6,,2,2,,43,1,6,,2,7,1,,1,1,,1,
2/10/2021 6:36,2/10/2021 6:43,0,100,464,1,2/10/2021 6:43,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1280x720,,,,,,,,,,2,2,2,4,2,4,1,2,2,,,,,6,4,5,4,3,3,,,,,,,,,,,0,0,25.595,0,0,0,32.967,0,5,6,0,0,59.751,0,6,7,7,4,5,7,4,2,Je crains les effets a long terme sur lesquels nous n'avons aucune visibilité pour l'instant.,2,2,2,,,2,7,99,4,4,3,,,,2,2,6,6,5,2,2,7,2,Elles ne prennent pas en compte les cas particuliers.,,1,je pense qu'ils en utilisent sur tous les aspects de leur decisions politique maie je n'ai pas d'exemples precis en tete.,39,2,3,,2,5,1,,2,1,,1,Non
2/10/2021 6:36,2/10/2021 6:44,0,100,477,1,2/10/2021 6:44,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1536x864,,,,,,,,,,4,4,4,6,2,2,4,4,4,,,,,2,5,1,4,3,3,,,,,,,,,,,0,0,16.983,0,0,0,11.296,0,7,2,0,0,9.776,0,6,2,2,6,6,4,5,3,J'appartiens à la tranche d'age adéquate.,3,3,3,,,1,7,99,6,3,5,,,,2,1,4,4,4,6,3,5,3,L'aspect humain.,,2,,68,1,4,,2,7,1,,3,1,,1,Non.
2/10/2021 6:37,2/10/2021 6:44,0,100,414,1,2/10/2021 6:44,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1920x1080,,,,,,,,,,6,5,5,4,2,2,6,3,3,,,,,5,7,3,2,3,3,,,,,,,,,,,0,0,15.923,0,0,0,10.268,0,7,7,0,0,11.798,0,5,3,4,6,6,5,6,3,confiance dans les vaccins.,4,4,4,,,2,7,99,5,3,3,,,,1,1,4,5,5,7,3,6,2,piratage chinois,,1,prévisions budgétaires,50,1,6,,2,4,1,,1,1,,1,tb
2/10/2021 6:36,2/10/2021 6:44,0,100,482,1,2/10/2021 6:44,anonymous,FR,1,Safari iPhone,14.0.3,iPhone,414x896,4,3,4,5,3,2,5,5,5,,,,,,,,,,3,4,2,4,,,,,4,3,,,,,,,,,,,5.294,15.457,20.609,3,0.725,0.725,1.883,1,6,4,5.765,53.214,54.022,12,5,6,5,5,5,4,4,2,Je n ai pas confiance dans le vaccin comme dans le vaccin pour la grippe,2,1,2,,,2,7,99,,,,5,7,5,1,1,5,4,4,4,3,5,4,,3,2,,32,2,4,,2,2,1,,4,1,,1,Non
2/10/2021 6:39,2/10/2021 6:44,0,100,322,1,2/10/2021 6:44,anonymous,FR,1,Chrome,88.0.4324.109,CrOS x86_64 13597.66.0,1600x900,,,,,,,,,,3,4,3,5,2,3,4,4,4,,,,,7,7,3,5,3,3,0,0,11.122,0,0,0,8.796,0,7,3,,,,,,,,,,,0,0,16.683,0,5,4,1,5,5,7,4,3,pour être protégé,4,4,4,,,1,7,99,4,1,5,,,,2,2,4,7,4,7,5,4,4,,1,1,pas d'exemples en tête,40,1,6,,2,2,1,,8,1,,3,non
2/10/2021 6:38,2/10/2021 6:44,0,100,380,1,2/10/2021 6:44,anonymous,FR,1,Safari iPhone,Unknown,iPhone,375x667,6,4,3,6,1,2,4,5,3,,,,,,,,,,3,2,3,4,,,,,7,5,,,,,,,,,,,2.218,6.584,20.991,4,2.751,5.035,9.483,3,5,3,0.869,2.499,3.519,2,5,3,3,5,7,3,6,3,Ses probable que je fasse le vaccin car il m’a l’air important de le faire ,2,4,3,,,2,7,99,,,,6,3,3,1,2,7,3,4,7,3,2,6,,2,2,,21,2,4,,2,1,1,,8,1,,1,J’ai beaucoup aimer cette enquête j’en ai partis un peu plus 
2/10/2021 6:36,2/10/2021 6:44,0,100,466,1,2/10/2021 6:44,anonymous,FR,1,Safari,14.0.2,Macintosh,1440x900,,,,,,,,,,4,4,3,5,4,4,6,7,5,,,,,3,6,4,3,2,2,,,,,,,,,,,0,0,22.766,0,0,0,30.85,0,7,3,0,0,41.883,0,3,2,5,7,6,7,6,4,il est jugue efficace et fiable sans trop d effets secondaires pour stopper une pandémie ,4,4,4,,,2,7,99,2,3,6,,,,2,2,4,5,5,3,3,5,3,l algorithmes rend ce qu on a implanté dedans : les données qui servent de base a la décision sont biaisées par le simple fair qu elles soient entrées par des humains,1,2,,41,1,6,,1,8,1,,7,1,,1,
2/10/2021 6:38,2/10/2021 6:44,0,100,410,1,2/10/2021 6:44,anonymous,FR,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,1,1,1,1,1,1,1,1,1,,,,,,,,,,4,5,1,4,,,,,1,1,,,,,,,,,,,6.501,11.741,12.622,3,6.504,13.457,14.379,3,7,4,11.201,34.962,36.495,8,5,3,3,5,5,5,4,2,Je suis dans une tranche d'âge où on m'administrera un autre vaccin. ,2,2,2,,,1,7,99,,,,1,7,1,2,2,4,7,4,3,1,4,1,On ne peut faire confiance à 100% à des modèles mathématiques ,1,2,,43,1,6,,2,1,1,,11,1,,1,
2/10/2021 6:35,2/10/2021 6:45,0,100,540,1,2/10/2021 6:45,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1366x768,,,,,,,,,,7,7,7,7,4,4,7,7,7,,,,,7,7,7,7,7,7,0,0,26.427,0,0,0,20.896,0,7,1,,,,,,,,,,,0,0,57.261,0,7,1,1,7,7,4,7,4,IL EST NECESSAIRE QUE JE SOIS VACCINE AFIN DE ME PROTEGER CONTRE LE VIRUS COVID19 ET PARTICIPER A UNE BARRIERE PROTECTRICE CONTRE LE VIRUS ET CONTRIBUER A LA REPRISE PROGRESSIVE DE L'ACTIVITE.,4,4,4,,,2,7,99,7,7,7,,,,2,2,7,7,3,7,6,4,7,,2,2,,63,1,4,,2,8,1,,8,1,,1,TRES BONNE ENQUETE ET TRES INTERESSANTE
2/10/2021 6:35,2/10/2021 6:45,0,100,543,1,2/10/2021 6:45,anonymous,FR,1,MSIE,11,Windows NT 10.0,1440x900,,,,,,,,,,7,7,7,7,4,5,7,7,7,,,,,5,5,1,2,6,6,,,,,,,,,,,0,0,9.269,0,0,0,2.653,0,7,5,0,0,18.717,0,7,3,5,6,6,6,5,4,je pense me le faire prescrire car c'est le plus fiable,4,4,4,,,2,7,99,7,4,6,,,,1,1,4,4,5,6,6,5,5,,2,2,,51,2,6,,2,8,1,,8,1,,1,
2/10/2021 6:37,2/10/2021 6:45,0,100,453,1,2/10/2021 6:45,anonymous,FR,1,Firefox,85,Windows NT 10.0,1366x768,,,,,,,,,,2,2,2,5,1,1,4,1,1,,,,,4,1,1,1,1,1,,,,,,,,,,,0,0,13.207,0,0,0,3.493,0,7,7,0,0,6.471,0,1,7,7,1,1,7,1,1,AUCUNE SECURITE,1,1,1,,,1,7,99,7,7,1,,,,2,2,5,5,6,1,1,7,1,LES ALGORITMES CONDUISENT A DES  RESULTATS SOUVENT ELOIGNES DE LA REALITE,1,1,NON,70,1,6,,2,8,1,,1,1,,1,NON
2/10/2021 6:38,2/10/2021 6:45,0,100,369,1,2/10/2021 6:45,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1024x768,,,,,,,,,,2,2,2,5,4,4,6,5,5,,,,,2,4,2,1,3,3,0,0,17.743,0,0,0,11.822,0,6,4,,,,,,,,,,,0,0,16.764,0,4,6,6,4,4,4,4,2,je prefere attendre plusieurs mois pour voir les effets de celui ci,3,3,3,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2021 6:38,2/10/2021 6:45,0,100,428,1,2/10/2021 6:45,anonymous,FR,1,Chrome,88.0.4324.152,Android 11,412x915,5,6,6,7,6,4,6,6,5,,,,,,,,,,4,4,2,4,,,,,4,4,19.444,19.444,20.9,1,15.062,23.087,26.387,2,7,2,,,,,,,,,,,13.019,63.306,64.135,4,5,3,2,6,6,6,4,1,J ai peur d effet secondaire à long terme,2,2,2,,,2,7,99,,,,4,4,5,2,2,4,6,4,4,5,6,4,,2,2,,29,2,5,,1,5,1,,4,1,,1,
2/10/2021 6:39,2/10/2021 6:45,0,100,339,1,2/10/2021 6:45,anonymous,FR,1,Chrome,81.0.4044.138,Android 4.4.4,360x640,7,7,7,7,3,1,3,7,7,,,,,,,,,,7,7,1,6,,,,,7,6,0.66,0.66,1.777,1,1.15,1.15,2.291,1,7,7,,,,,,,,,,,2.797,10.292,11.8,3,7,1,1,7,7,7,7,4,C'est un vaccin sur,4,4,4,,,1,7,99,,,,7,4,7,2,2,5,7,5,7,1,5,7,,1,1,Sécurité sociale ,45,2,5,,2,6,1,,8,1,,1,
2/10/2021 6:37,2/10/2021 6:45,0,100,508,1,2/10/2021 6:45,anonymous,FR,1,Firefox,85,Windows NT 6.1,1366x768,,,,,,,,,,5,5,5,5,4,4,6,6,6,,,,,2,6,1,1,2,3,0,0,17.153,0,21.229,21.229,21.924,1,6,4,,,,,,,,,,,0,0,37.72,0,6,3,3,6,6,6,6,4,Habitude de la vaccination,3,3,3,,,1,7,99,5,4,6,,,,2,2,2,2,3,4,4,4,2,les relations humaines sont plus importantes,1,2,,52,1,2,,2,2,1,,10,1,,1,
2/10/2021 6:36,2/10/2021 6:45,0,100,540,1,2/10/2021 6:45,anonymous,FR,1,Firefox,85,Windows NT 10.0,1366x768,,,,,,,,,,4,4,4,5,4,3,4,4,4,,,,,3,4,5,4,4,4,,,,,,,,,,,5.39,5.39,6.901,1,41.504,41.504,43.027,1,4,4,2.861,2.861,5.241,1,4,4,4,4,5,4,4,3,jnsp,3,3,2,,,1,7,99,4,4,4,,,,2,1,3,4,5,4,5,5,4,,2,2,,39,1,3,,2,2,1,,7,1,,3,
2/10/2021 6:39,2/10/2021 6:45,0,100,366,1,2/10/2021 6:45,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1280x768,,,,,,,,,,6,6,6,7,5,4,5,6,6,,,,,6,6,5,5,6,7,0,0,2.57,0,0,0,1.587,0,5,5,,,,,,,,,,,0,0,1.294,0,7,6,6,6,7,7,6,3,                  esrrrrr  grrrr,1,3,2,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2021 6:37,2/10/2021 6:45,0,100,506,1,2/10/2021 6:45,anonymous,FR,1,Safari iPhone,Unknown,iPhone,414x896,2,1,1,4,1,4,1,1,2,,,,,,,,,,2,5,1,2,,,,,2,2,,,,,,,,,,,18.092,18.092,19.235,1,6.716,6.716,8.247,1,5,4,1.017,1.017,14.858,1,4,5,6,5,4,4,5,1,Aucun recul sur ce vaccin et effectuer bizzarrement bien trop vite aucune connaissance des effets secondaires ,3,2,3,,,2,7,99,,,,7,6,1,2,2,1,1,7,4,1,6,4,,1,2,,39,2,3,,2,1,1,,8,1,,1,Non
2/10/2021 6:37,2/10/2021 6:45,0,100,496,1,2/10/2021 6:45,anonymous,FR,1,Safari,14.0.3,Macintosh,834x1112,,,,,,,,,,6,6,5,6,4,6,6,6,6,,,,,6,6,4,5,5,5,,,,,,,,,,,0,0,70.319,0,0.687,0.687,5.983,1,6,4,0.863,0.863,2.051,1,5,5,4,4,4,5,5,2,Car peut de retour sur le produit ,3,2,2,,,2,7,99,5,5,4,,,,2,1,4,4,5,4,5,5,3,Certains pourraient catégoriser de façon mal,2,1,Les impôts ,35,2,4,,2,2,1,,4,1,,1,Merci pour cette enquête 
